state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
Oregon,0,Extended,Bachelor,Employed,F,Rural,Married,Corporate L2,2,Branch,Two-Door Car,Medsize
Oregon,0,Basic,College,Employed,M,Rural,Married,Personal L3,3,Agent,Luxury,Small
California,0,Basic,High School or Below,Other,M,Suburban,Married,Personal L2,1,Call Center,SUV,Medsize
Oregon,0,Basic,College,Unemployed,F,Suburban,Married,Personal L3,3,Agent,Four-Door Car,Medsize
Oregon,0,Basic,Bachelor,Other,F,Suburban,Divorced,Corporate L3,1,Branch,SUV,Medsize
California,0,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L3,4,Call Center,SUV,Medsize
Oregon,0,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal L2,4,Agent,Four-Door Car,Medsize
California,0,Premium,High School or Below,Employed,M,Suburban,Married,Corporate L3,1,Branch,Four-Door Car,Small
Arizona,1,Extended,College,Other,M,Suburban,Married,Personal L3,1,Agent,Four-Door Car,Medsize
Arizona,0,Basic,College,Employed,M,Suburban,Married,Personal L3,1,Agent,Two-Door Car,Small
Oregon,0,Basic,Bachelor,Unemployed,F,Rural,Divorced,Personal L3,1,Agent,SUV,Medsize
Arizona,0,Premium,Bachelor,Employed,F,Urban,Divorced,Personal L3,1,Agent,Two-Door Car,Medsize
Washington,0,Basic,High School or Below,Employed,M,Rural,Married,Personal L3,1,Branch,Four-Door Car,Medsize
Oregon,0,Basic,High School or Below,Unemployed,F,Rural,Married,Personal L2,2,Web,Four-Door Car,Large
Oregon,0,Premium,High School or Below,Employed,M,Suburban,Married,Corporate L1,4,Agent,Four-Door Car,Medsize
Oregon,0,Basic,Master-Doctor,Employed,F,Suburban,Married,Personal L3,2,Agent,Luxury,Medsize
Oregon,0,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal L3,3,Call Center,Four-Door Car,Medsize
California,0,Basic,Bachelor,Other,M,Suburban,Married,Personal L2,2,Call Center,Four-Door Car,Medsize
Arizona,0,Extended,High School or Below,Other,F,Suburban,Divorced,Special L1,3,Agent,Four-Door Car,Medsize
Oregon,1,Basic,Master-Doctor,Employed,M,Rural,Divorced,Personal L2,1,Agent,Four-Door Car,Large
California,0,Extended,Bachelor,Employed,F,Suburban,Divorced,Corporate L3,4,Call Center,Four-Door Car,Small
Arizona,1,Basic,College,Employed,M,Rural,Married,Personal L2,1,Branch,Four-Door Car,Medsize
Arizona,1,Basic,College,Unemployed,M,Suburban,Married,Corporate L3,1,Branch,SUV,Medsize
Washington,1,Extended,High School or Below,Employed,M,Suburban,Married,Corporate L2,2,Agent,Two-Door Car,Medsize
Oregon,0,Extended,Master-Doctor,Employed,M,Rural,Married,Corporate L3,3,Agent,Four-Door Car,Medsize
Washington,0,Extended,Master-Doctor,Employed,M,Urban,Divorced,Personal L2,3,Agent,Two-Door Car,Medsize
Arizona,0,Extended,Bachelor,Employed,M,Suburban,Married,Personal L3,4,Call Center,Four-Door Car,Small
California,0,Basic,High School or Below,Employed,F,Rural,Single,Personal L1,3,Web,Four-Door Car,Medsize
California,0,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal L3,3,Agent,Luxury,Medsize
California,0,Basic,Bachelor,Unemployed,F,Suburban,Single,Special L3,2,Web,Four-Door Car,Medsize
Washington,0,Extended,College,Employed,M,Suburban,Divorced,Corporate L1,2,Branch,Four-Door Car,Medsize
California,0,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal L2,1,Web,Four-Door Car,Medsize
California,0,Premium,Bachelor,Employed,M,Suburban,Divorced,Personal L3,4,Agent,Two-Door Car,Small
California,0,Basic,Master-Doctor,Employed,M,Urban,Married,Personal L1,2,Call Center,SUV,Medsize
California,0,Extended,Master-Doctor,Unemployed,F,Suburban,Divorced,Personal L2,3,Web,SUV,Medsize
Oregon,0,Extended,Bachelor,Employed,F,Urban,Married,Personal L3,2,Call Center,Four-Door Car,Medsize
Arizona,0,Extended,Master-Doctor,Employed,F,Rural,Married,Personal L3,2,Agent,SUV,Medsize
Oregon,0,Extended,College,Unemployed,F,Suburban,Married,Personal L2,1,Agent,Four-Door Car,Medsize
California,0,Basic,Bachelor,Employed,M,Suburban,Married,Personal L3,2,Agent,Four-Door Car,Small
Oregon,1,Basic,High School or Below,Other,F,Suburban,Married,Personal L2,2,Agent,SUV,Small
California,0,Basic,High School or Below,Employed,F,Rural,Divorced,Personal L3,3,Call Center,Four-Door Car,Medsize
Arizona,0,Basic,Bachelor,Employed,F,Urban,Married,Corporate L3,1,Agent,Four-Door Car,Medsize
Arizona,0,Extended,Master-Doctor,Employed,M,Suburban,Married,Personal L3,3,Agent,Four-Door Car,Medsize
Arizona,0,Basic,Master-Doctor,Employed,M,Rural,Married,Special L1,2,Branch,Four-Door Car,Medsize
Oregon,1,Extended,High School or Below,Other,F,Suburban,Married,Personal L3,2,Agent,Four-Door Car,Large
Oregon,1,Basic,Bachelor,Other,F,Suburban,Divorced,Personal L2,1,Web,Four-Door Car,Medsize
Nevada,1,Premium,High School or Below,Employed,F,Suburban,Married,Personal L1,2,Call Center,Two-Door Car,Small
California,1,Extended,High School or Below,Employed,M,Suburban,Married,Personal L2,2,Call Center,Two-Door Car,Large
Oregon,0,Basic,College,Employed,M,Suburban,Married,Personal L3,1,Agent,Two-Door Car,Small
California,0,Basic,College,Employed,F,Rural,Married,Personal L1,1,Web,Two-Door Car,Medsize
Oregon,0,Basic,Master-Doctor,Employed,F,Urban,Married,Personal L3,1,Call Center,Four-Door Car,Small
Arizona,1,Basic,Master-Doctor,Employed,M,Rural,Divorced,Personal L3,2,Branch,Four-Door Car,Small
Arizona,0,Basic,High School or Below,Other,F,Suburban,Married,Personal L2,2,Agent,Four-Door Car,Small
Oregon,0,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal L3,1,Agent,Four-Door Car,Medsize
California,0,Basic,Bachelor,Employed,M,Rural,Married,Personal L3,2,Branch,Four-Door Car,Medsize
California,0,Basic,College,Employed,F,Suburban,Single,Personal L1,1,Agent,Four-Door Car,Medsize
Oregon,0,Basic,Bachelor,Employed,M,Suburban,Married,Personal L2,2,Agent,Four-Door Car,Large
Arizona,0,Basic,Bachelor,Employed,M,Suburban,Single,Personal L1,2,Branch,Four-Door Car,Medsize
Washington,0,Extended,Master-Doctor,Employed,F,Suburban,Married,Personal L3,1,Agent,SUV,Large
Oregon,0,Extended,College,Unemployed,F,Rural,Married,Personal L2,2,Branch,SUV,Medsize
Arizona,0,Basic,High School or Below,Employed,F,Rural,Married,Personal L2,3,Branch,SUV,Medsize
Oregon,1,Basic,Bachelor,Employed,M,Suburban,Married,Personal L1,2,Agent,Two-Door Car,Medsize
Oregon,0,Extended,Bachelor,Employed,F,Suburban,Married,Personal L2,1,Agent,SUV,Small
Arizona,0,Premium,High School or Below,Employed,F,Suburban,Married,Personal L3,1,Call Center,SUV,Medsize
Arizona,1,Extended,High School or Below,Employed,F,Suburban,Married,Personal L3,1,Branch,SUV,Medsize
California,0,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal L2,1,Branch,SUV,Small
Washington,0,Extended,College,Unemployed,F,Rural,Married,Personal L2,2,Web,Two-Door Car,Medsize
Nevada,0,Extended,High School or Below,Employed,M,Urban,Single,Personal L3,2,Web,Two-Door Car,Large
Oregon,0,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal L3,2,Branch,Four-Door Car,Small
Arizona,0,Basic,College,Employed,M,Suburban,Divorced,Corporate L2,2,Agent,Four-Door Car,Medsize
Arizona,0,Basic,College,Unemployed,M,Suburban,Single,Personal L3,1,Branch,Four-Door Car,Small
Nevada,0,Extended,Bachelor,Other,F,Rural,Married,Corporate L1,2,Agent,Four-Door Car,Large
California,0,Extended,Master-Doctor,Employed,M,Rural,Married,Personal L3,2,Web,Two-Door Car,Medsize
Oregon,1,Extended,College,Employed,F,Suburban,Married,Personal L3,2,Agent,Two-Door Car,Small
Oregon,0,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal L3,1,Branch,Four-Door Car,Small
Nevada,0,Basic,College,Employed,M,Urban,Married,Personal L3,1,Agent,Four-Door Car,Small
Oregon,0,Extended,Bachelor,Employed,M,Rural,Single,Corporate L2,4,Agent,Two-Door Car,Medsize
Oregon,1,Basic,Master-Doctor,Other,F,Suburban,Divorced,Personal L2,1,Agent,Four-Door Car,Small
California,0,Extended,College,Employed,F,Rural,Married,Personal L1,4,Call Center,Four-Door Car,Medsize
California,0,Extended,Bachelor,Employed,F,Rural,Divorced,Personal L3,2,Branch,Four-Door Car,Small
Oregon,0,Basic,College,Other,M,Urban,Married,Special L2,1,Call Center,Four-Door Car,Medsize
California,0,Extended,College,Other,F,Urban,Divorced,Corporate L3,1,Agent,Two-Door Car,Medsize
California,0,Extended,College,Employed,M,Urban,Single,Personal L3,1,Branch,Four-Door Car,Medsize
California,0,Basic,High School or Below,Employed,M,Suburban,Married,Corporate L3,3,Agent,Four-Door Car,Medsize
Washington,0,Premium,Bachelor,Other,F,Suburban,Single,Corporate L3,1,Web,Two-Door Car,Medsize
California,1,Basic,High School or Below,Other,M,Suburban,Single,Personal L2,2,Call Center,Four-Door Car,Medsize
Arizona,0,Extended,Bachelor,Employed,M,Suburban,Married,Personal L3,2,Branch,Four-Door Car,Small
Arizona,0,Extended,Bachelor,Employed,M,Urban,Divorced,Personal L3,4,Branch,Four-Door Car,Medsize
California,0,Basic,Bachelor,Employed,M,Urban,Married,Personal L2,3,Web,Luxury,Medsize
Oregon,0,Basic,Bachelor,Other,M,Suburban,Married,Corporate L3,3,Branch,Luxury,Medsize
Arizona,0,Premium,College,Unemployed,F,Suburban,Single,Personal L2,1,Branch,Four-Door Car,Large
California,0,Extended,High School or Below,Employed,M,Suburban,Married,Personal L3,4,Agent,Four-Door Car,Medsize
California,0,Basic,Bachelor,Other,M,Suburban,Married,Personal L1,3,Web,Luxury,Medsize
Oregon,0,Extended,High School or Below,Employed,F,Suburban,Married,Personal L3,1,Agent,SUV,Medsize
Oregon,1,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal L1,2,Web,SUV,Medsize
Oregon,0,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal L3,2,Branch,SUV,Medsize
Nevada,0,Basic,College,Employed,F,Suburban,Married,Personal L1,1,Agent,Luxury,Medsize
Oregon,0,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal L3,1,Agent,Two-Door Car,Medsize
Oregon,0,Extended,College,Employed,F,Urban,Married,Corporate L2,1,Call Center,SUV,Large
California,0,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal L1,1,Web,Four-Door Car,Small
Washington,0,Basic,Bachelor,Employed,M,Urban,Married,Corporate L1,2,Branch,Two-Door Car,Medsize
Arizona,0,Basic,College,Unemployed,M,Suburban,Married,Personal L2,1,Agent,Four-Door Car,Medsize
Nevada,0,Basic,College,Employed,F,Suburban,Married,Corporate L3,2,Web,Four-Door Car,Small
Washington,0,Basic,College,Employed,F,Suburban,Married,Personal L3,2,Agent,SUV,Small
Nevada,0,Basic,Bachelor,Employed,M,Urban,Married,Personal L3,3,Agent,Luxury,Medsize
Oregon,0,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Personal L3,1,Call Center,Luxury,Small
California,0,Basic,Master-Doctor,Employed,F,Suburban,Single,Personal L2,1,Agent,Four-Door Car,Medsize
Arizona,0,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L3,1,Agent,Two-Door Car,Medsize
California,0,Basic,College,Unemployed,F,Suburban,Single,Personal L1,3,Call Center,Four-Door Car,Medsize
California,0,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal L2,1,Web,Two-Door Car,Medsize
Washington,0,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal L3,4,Web,Four-Door Car,Small
Nevada,0,Basic,College,Other,M,Rural,Married,Personal L3,1,Branch,Luxury,Small
Washington,0,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal L3,1,Agent,Four-Door Car,Small
Arizona,0,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate L3,1,Agent,Four-Door Car,Small
Oregon,0,Basic,High School or Below,Employed,F,Suburban,Married,Personal L3,1,Branch,Four-Door Car,Medsize
California,0,Basic,High School or Below,Employed,M,Suburban,Married,Personal L2,2,Web,Luxury,Large
Arizona,0,Basic,Master-Doctor,Unemployed,F,Suburban,Married,Corporate L2,4,Call Center,Four-Door Car,Small
California,0,Extended,Bachelor,Employed,F,Suburban,Divorced,Corporate L3,1,Call Center,Four-Door Car,Medsize
Oregon,0,Basic,Bachelor,Other,F,Rural,Married,Corporate L3,1,Call Center,Two-Door Car,Medsize
Nevada,0,Extended,Bachelor,Employed,F,Rural,Married,Personal L2,1,Branch,Four-Door Car,Large
Oregon,0,Basic,College,Unemployed,M,Suburban,Single,Special L1,4,Web,SUV,Large
Oregon,0,Extended,Master-Doctor,Employed,M,Suburban,Married,Corporate L2,1,Branch,Four-Door Car,Medsize
California,0,Basic,Master-Doctor,Employed,M,Urban,Single,Personal L1,1,Call Center,Four-Door Car,Medsize
California,0,Basic,College,Unemployed,F,Suburban,Single,Personal L2,2,Agent,Luxury,Medsize
Washington,0,Premium,High School or Below,Employed,M,Suburban,Single,Personal L2,3,Agent,Four-Door Car,Medsize
Oregon,0,Basic,College,Unemployed,F,Suburban,Single,Special L3,3,Web,Two-Door Car,Small
Oregon,0,Basic,High School or Below,Employed,M,Urban,Married,Personal L3,2,Agent,Two-Door Car,Small
Nevada,0,Basic,Bachelor,Employed,M,Suburban,Married,Corporate L2,4,Call Center,Two-Door Car,Large
Arizona,0,Basic,College,Employed,M,Rural,Married,Personal L1,4,Call Center,Four-Door Car,Medsize
Oregon,1,Basic,Master-Doctor,Employed,M,Suburban,Married,Special L2,1,Agent,SUV,Large
California,1,Basic,High School or Below,Employed,F,Urban,Single,Personal L2,1,Agent,SUV,Small
Arizona,0,Basic,Bachelor,Employed,F,Rural,Single,Personal L3,2,Agent,Four-Door Car,Medsize
Oregon,0,Extended,High School or Below,Employed,F,Suburban,Single,Personal L3,2,Web,SUV,Medsize
Arizona,0,Extended,High School or Below,Other,F,Suburban,Married,Corporate L3,2,Agent,Two-Door Car,Large
Oregon,0,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal L3,4,Web,SUV,Medsize
California,0,Premium,Master-Doctor,Employed,F,Suburban,Married,Personal L2,1,Agent,Two-Door Car,Small
California,1,Extended,College,Employed,F,Urban,Married,Corporate L3,2,Branch,Four-Door Car,Medsize
Oregon,0,Basic,Master-Doctor,Unemployed,M,Rural,Married,Personal L2,2,Branch,Two-Door Car,Medsize
California,0,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal L2,1,Call Center,Four-Door Car,Medsize
Oregon,0,Extended,Bachelor,Employed,M,Suburban,Married,Personal L2,4,Agent,Two-Door Car,Medsize
Arizona,0,Basic,College,Unemployed,F,Suburban,Single,Personal L1,2,Branch,SUV,Medsize
Washington,1,Basic,Bachelor,Employed,F,Urban,Married,Personal L3,1,Branch,SUV,Medsize
Oregon,0,Extended,Bachelor,Employed,F,Suburban,Single,Personal L2,2,Branch,Four-Door Car,Small
California,1,Extended,Bachelor,Employed,F,Suburban,Married,Personal L3,2,Agent,SUV,Medsize
Oregon,0,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal L3,1,Branch,Four-Door Car,Medsize
Oregon,0,Basic,Bachelor,Employed,F,Urban,Divorced,Personal L3,1,Agent,Four-Door Car,Medsize
California,0,Basic,High School or Below,Employed,F,Suburban,Married,Personal L3,1,Call Center,Four-Door Car,Small
Oregon,0,Extended,College,Other,M,Suburban,Married,Personal L3,3,Branch,Four-Door Car,Small
Nevada,0,Premium,Bachelor,Employed,M,Rural,Married,Corporate L3,4,Web,SUV,Medsize
Oregon,1,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal L3,1,Agent,SUV,Medsize
California,0,Basic,College,Other,M,Suburban,Married,Personal L3,2,Web,SUV,Large
Oregon,1,Basic,College,Employed,M,Rural,Married,Personal L1,1,Branch,Four-Door Car,Medsize
Arizona,0,Basic,High School or Below,Employed,F,Urban,Married,Personal L1,1,Web,Luxury,Medsize
Oregon,0,Basic,High School or Below,Other,F,Rural,Married,Corporate L3,3,Branch,Luxury,Medsize
Oregon,0,Basic,High School or Below,Employed,M,Suburban,Married,Personal L2,3,Call Center,Four-Door Car,Medsize
California,0,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal L1,3,Web,Luxury,Medsize
California,0,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate L2,1,Web,Luxury,Small
Oregon,1,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal L3,1,Agent,Luxury,Medsize
Oregon,0,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal L3,2,Agent,Four-Door Car,Medsize
Oregon,0,Premium,Bachelor,Employed,F,Urban,Married,Personal L3,1,Agent,Luxury,Medsize
Oregon,0,Basic,College,Employed,F,Suburban,Single,Corporate L3,3,Branch,SUV,Large
California,0,Basic,Bachelor,Employed,F,Rural,Married,Personal L3,2,Branch,Four-Door Car,Medsize
Oregon,0,Basic,College,Employed,M,Rural,Single,Personal L1,2,Branch,Two-Door Car,Medsize
Arizona,1,Extended,College,Unemployed,M,Suburban,Single,Personal L3,1,Agent,SUV,Medsize
California,1,Premium,High School or Below,Employed,M,Suburban,Divorced,Corporate L3,1,Agent,Luxury,Medsize
Oregon,1,Basic,Bachelor,Employed,M,Suburban,Single,Personal L3,2,Call Center,Four-Door Car,Small
Washington,0,Extended,Bachelor,Unemployed,M,Suburban,Divorced,Personal L1,3,Agent,Four-Door Car,Medsize
Oregon,0,Extended,Bachelor,Employed,F,Suburban,Married,Personal L3,1,Agent,Four-Door Car,Small
Arizona,1,Basic,College,Other,F,Suburban,Single,Personal L3,1,Web,Two-Door Car,Medsize
California,0,Basic,High School or Below,Employed,F,Rural,Single,Personal L3,3,Branch,Four-Door Car,Medsize
California,0,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal L2,1,Branch,SUV,Large
Oregon,1,Basic,College,Other,F,Suburban,Single,Personal L1,1,Web,Two-Door Car,Medsize
Oregon,1,Basic,Master-Doctor,Other,M,Suburban,Divorced,Personal L2,1,Call Center,Four-Door Car,Small
Arizona,0,Basic,Master-Doctor,Other,F,Suburban,Divorced,Corporate L3,1,Agent,Two-Door Car,Medsize
Oregon,0,Basic,Bachelor,Employed,M,Rural,Divorced,Personal L3,4,Web,Four-Door Car,Medsize
Washington,0,Premium,College,Employed,M,Rural,Married,Personal L3,2,Call Center,Four-Door Car,Medsize
Oregon,0,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Personal L3,1,Branch,SUV,Small
California,0,Extended,College,Other,M,Suburban,Married,Personal L2,3,Web,SUV,Small
California,0,Basic,Master-Doctor,Employed,F,Rural,Married,Personal L1,1,Agent,Four-Door Car,Small
California,0,Basic,College,Employed,M,Urban,Divorced,Personal L3,2,Branch,Four-Door Car,Medsize
Arizona,1,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal L2,1,Agent,Luxury,Medsize
Arizona,1,Basic,Bachelor,Employed,M,Suburban,Single,Corporate L2,1,Agent,Four-Door Car,Medsize
Oregon,1,Basic,Bachelor,Other,M,Suburban,Divorced,Personal L3,1,Agent,Four-Door Car,Large
Arizona,0,Extended,Bachelor,Other,M,Suburban,Single,Personal L1,1,Branch,Luxury,Medsize
Nevada,0,Basic,High School or Below,Employed,F,Suburban,Married,Personal L3,1,Branch,SUV,Medsize
Nevada,0,Basic,Master-Doctor,Other,M,Rural,Married,Personal L3,1,Agent,Four-Door Car,Medsize
California,1,Extended,Master-Doctor,Employed,M,Suburban,Divorced,Personal L3,2,Agent,Luxury,Medsize
Oregon,1,Extended,College,Employed,M,Suburban,Single,Personal L3,2,Agent,Luxury,Small
Washington,1,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal L2,1,Call Center,Four-Door Car,Medsize
Arizona,0,Basic,High School or Below,Other,F,Suburban,Married,Personal L2,1,Branch,Two-Door Car,Medsize
Oregon,0,Premium,Master-Doctor,Employed,F,Rural,Married,Personal L2,2,Branch,Two-Door Car,Small
Arizona,0,Basic,College,Employed,F,Urban,Married,Personal L1,1,Agent,Four-Door Car,Medsize
Oregon,1,Basic,Bachelor,Other,F,Suburban,Married,Personal L3,2,Call Center,Four-Door Car,Medsize
Oregon,0,Premium,Master-Doctor,Employed,F,Rural,Married,Corporate L3,1,Agent,Four-Door Car,Medsize
Nevada,1,Basic,College,Employed,M,Urban,Single,Personal L3,2,Agent,Four-Door Car,Medsize
California,0,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Corporate L1,3,Agent,Four-Door Car,Large
Nevada,0,Basic,Bachelor,Other,F,Suburban,Married,Personal L3,3,Call Center,Four-Door Car,Small
Oregon,0,Basic,Bachelor,Unemployed,F,Rural,Divorced,Corporate L2,1,Web,Four-Door Car,Medsize
California,0,Basic,Bachelor,Employed,F,Suburban,Married,Corporate L2,4,Branch,Two-Door Car,Medsize
Washington,0,Basic,College,Other,M,Suburban,Divorced,Personal L3,1,Agent,Four-Door Car,Medsize
Washington,1,Basic,Bachelor,Employed,F,Urban,Married,Corporate L2,1,Branch,SUV,Medsize
Washington,0,Basic,College,Unemployed,F,Suburban,Divorced,Corporate L3,1,Branch,Two-Door Car,Small
Oregon,0,Extended,Bachelor,Employed,M,Urban,Married,Corporate L3,2,Web,SUV,Medsize
Oregon,0,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal L2,4,Agent,Two-Door Car,Medsize
Arizona,0,Extended,College,Unemployed,F,Suburban,Married,Personal L3,1,Web,Luxury,Large
Oregon,0,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal L3,1,Agent,Four-Door Car,Medsize
California,0,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate L3,1,Agent,Four-Door Car,Medsize
California,0,Basic,Bachelor,Employed,M,Urban,Single,Corporate L2,1,Branch,Four-Door Car,Medsize
Arizona,1,Extended,College,Employed,F,Suburban,Married,Special L2,2,Agent,Four-Door Car,Medsize
Oregon,0,Basic,Bachelor,Employed,F,Suburban,Married,Personal L3,1,Agent,Two-Door Car,Small
Arizona,0,Premium,College,Unemployed,F,Suburban,Married,Personal L3,1,Branch,SUV,Medsize
Arizona,0,Basic,High School or Below,Unemployed,F,Suburban,Single,Special L1,1,Web,Luxury,Medsize
Oregon,1,Basic,Bachelor,Other,M,Suburban,Divorced,Personal L1,1,Branch,SUV,Medsize
Oregon,1,Basic,Bachelor,Other,F,Suburban,Single,Personal L3,1,Branch,Four-Door Car,Medsize
Washington,0,Basic,Master-Doctor,Employed,M,Rural,Divorced,Personal L1,2,Agent,Two-Door Car,Large
Oregon,0,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal L2,1,Agent,Two-Door Car,Medsize
Arizona,0,Basic,College,Other,F,Suburban,Married,Special L2,4,Branch,Two-Door Car,Large
Nevada,0,Premium,Bachelor,Employed,M,Suburban,Single,Personal L2,4,Call Center,Four-Door Car,Medsize
California,0,Basic,Bachelor,Employed,M,Rural,Married,Personal L2,4,Branch,Four-Door Car,Medsize
Oregon,0,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal L3,1,Web,SUV,Medsize
Oregon,1,Extended,College,Employed,F,Suburban,Married,Personal L3,2,Agent,Four-Door Car,Medsize
Nevada,0,Basic,Master-Doctor,Employed,M,Rural,Single,Corporate L1,1,Call Center,Four-Door Car,Medsize
Oregon,1,Basic,College,Employed,M,Suburban,Single,Corporate L2,2,Call Center,Four-Door Car,Small
Oregon,0,Basic,College,Employed,F,Urban,Married,Personal L2,1,Call Center,Four-Door Car,Medsize
Nevada,0,Basic,College,Employed,M,Suburban,Married,Personal L3,1,Call Center,SUV,Small
Oregon,0,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal L3,2,Branch,Two-Door Car,Large
California,0,Basic,Bachelor,Employed,F,Urban,Single,Personal L3,1,Agent,Four-Door Car,Medsize
Oregon,0,Basic,Bachelor,Unemployed,M,Suburban,Married,Special L3,4,Call Center,Four-Door Car,Large
Nevada,0,Extended,College,Employed,F,Rural,Single,Personal L3,4,Web,Four-Door Car,Medsize
Arizona,1,Premium,Bachelor,Other,F,Suburban,Divorced,Personal L2,1,Agent,Four-Door Car,Medsize
Oregon,0,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate L2,1,Agent,Two-Door Car,Small
Washington,0,Extended,College,Employed,F,Rural,Single,Personal L2,1,Branch,SUV,Medsize
Nevada,0,Basic,Bachelor,Employed,F,Urban,Single,Personal L3,4,Agent,Four-Door Car,Medsize
Nevada,1,Extended,College,Unemployed,F,Suburban,Divorced,Corporate L3,2,Agent,Four-Door Car,Medsize
Arizona,0,Basic,Master-Doctor,Employed,F,Rural,Married,Personal L3,3,Agent,SUV,Medsize
Arizona,1,Extended,High School or Below,Other,F,Suburban,Divorced,Personal L1,1,Agent,Four-Door Car,Large
Oregon,0,Basic,Bachelor,Employed,M,Rural,Single,Corporate L2,1,Call Center,Two-Door Car,Medsize
California,0,Extended,College,Unemployed,M,Suburban,Single,Personal L2,1,Branch,Four-Door Car,Small
Nevada,0,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal L2,2,Call Center,Two-Door Car,Medsize
Oregon,1,Basic,Bachelor,Employed,F,Urban,Married,Personal L3,2,Branch,SUV,Medsize
Nevada,0,Basic,College,Employed,M,Suburban,Divorced,Personal L1,1,Web,Two-Door Car,Small
Arizona,0,Extended,High School or Below,Employed,M,Urban,Divorced,Personal L3,2,Web,Two-Door Car,Medsize
Oregon,1,Extended,College,Employed,F,Rural,Married,Personal L2,2,Call Center,Two-Door Car,Small
Washington,0,Extended,Master-Doctor,Other,M,Suburban,Single,Personal L1,4,Agent,Luxury,Small
Arizona,1,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate L3,1,Agent,SUV,Medsize
Nevada,0,Basic,Master-Doctor,Employed,M,Rural,Married,Personal L3,3,Call Center,Four-Door Car,Medsize
Arizona,1,Basic,Bachelor,Employed,M,Suburban,Married,Personal L3,2,Agent,Two-Door Car,Medsize
Oregon,0,Basic,Master-Doctor,Unemployed,M,Urban,Married,Corporate L3,4,Agent,Two-Door Car,Medsize
California,0,Basic,High School or Below,Employed,F,Urban,Married,Personal L3,1,Branch,Four-Door Car,Medsize
Arizona,0,Extended,College,Employed,F,Suburban,Married,Personal L3,1,Web,Two-Door Car,Large
Oregon,0,Basic,College,Other,F,Suburban,Married,Personal L1,2,Branch,Four-Door Car,Medsize
Washington,0,Basic,College,Employed,F,Rural,Divorced,Special L2,2,Agent,Four-Door Car,Medsize
Oregon,0,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal L2,4,Web,Four-Door Car,Small
California,0,Basic,Bachelor,Employed,F,Suburban,Married,Personal L1,1,Web,Four-Door Car,Small
Oregon,0,Extended,College,Unemployed,M,Suburban,Single,Personal L1,1,Agent,SUV,Medsize
Arizona,0,Basic,College,Unemployed,M,Suburban,Single,Corporate L1,1,Agent,Two-Door Car,Medsize
California,0,Basic,College,Employed,M,Suburban,Married,Personal L2,2,Web,SUV,Medsize
Oregon,0,Extended,Bachelor,Employed,F,Rural,Single,Special L3,2,Call Center,Four-Door Car,Medsize
Oregon,0,Basic,College,Employed,F,Rural,Married,Personal L2,4,Branch,Four-Door Car,Small
California,0,Basic,College,Unemployed,F,Rural,Married,Personal L3,1,Agent,Four-Door Car,Medsize
California,1,Basic,Bachelor,Employed,F,Suburban,Married,Personal L1,2,Call Center,Four-Door Car,Small
Arizona,1,Basic,High School or Below,Other,F,Suburban,Divorced,Personal L2,1,Agent,Four-Door Car,Medsize
